round,client,n_train_samples,local_train_loss,local_test_accuracy,local_test_precision,local_test_recall,local_test_f1,local_test_auc,local_test_specificity,local_test_sensitivity,local_test_balanced_accuracy,size_weight,performance_weight,adaptive_weight
1,0,4700,0.35897337709154403,0.8533615743531355,0.07716548140251793,0.15086739192945325,0.07463780735934658,0.6012391823322047,,0.15086739192945325,,0.24997340708435273,,0.24997340708435273
1,1,4700,0.35737195193362076,0.8595009264840489,0.08425112468264648,0.14432314653971154,0.08177307907112037,0.6224313185632536,,0.14432314653971154,,0.24997340708435273,,0.24997340708435273
1,2,4700,0.35862541883981147,0.8668067555198357,0.07200647097201526,0.13325766314350798,0.07937116374439969,0.618321960280672,,0.13325766314350798,,0.24997340708435273,,0.24997340708435273
1,3,4702,0.3578280795999125,0.8518965016855312,0.0703415358673988,0.15080182502867748,0.07134049215404133,0.6219998519776025,,0.15080182502867748,,0.2500797787469418,,0.2500797787469418
2,0,4700,0.34420003051660497,0.8305594624160025,0.08465972587140212,0.18490823983667146,0.0804819665524056,0.6192175542841574,,0.18490823983667146,,0.24997340708435273,,0.24997340708435273
2,1,4700,0.34201779953476524,0.8548601343959994,0.06741056117191521,0.15787000168607837,0.08566432673389235,0.6331938942583487,,0.15787000168607837,,0.24997340708435273,,0.24997340708435273
2,2,4700,0.34429809686278,0.8722261290826692,0.09613606589889447,0.13130483514888902,0.08520840843891375,0.6321936407412435,,0.13130483514888902,,0.24997340708435273,,0.24997340708435273
2,3,4702,0.3430734349351351,0.8518518518518519,0.06983800418400186,0.1658060490114003,0.08795089835954688,0.6338219097694703,,0.1658060490114003,,0.2500797787469418,,0.2500797787469418
3,0,4700,0.34221173528911303,0.8825346594333936,0.06243792522130743,0.11118430262109379,0.0676764468678689,0.6349576721444975,,0.11118430262109379,,0.24997340708435273,,0.24997340708435273
3,1,4700,0.3400025945536944,0.8485840421494429,0.0854932544927156,0.17247699818118317,0.08567308004007283,0.6411837735110995,,0.17247699818118317,,0.24997340708435273,,0.24997340708435273
3,2,4700,0.34215262949872177,0.8583790994128547,0.1086842065120279,0.14836992468476845,0.07694424937281767,0.6351967909756818,,0.14836992468476845,,0.24997340708435273,,0.24997340708435273
3,3,4702,0.34094338607625896,0.857575402406626,0.10418390495915578,0.16054688255785865,0.09244772440805062,0.6389374325658853,,0.16054688255785865,,0.2500797787469418,,0.2500797787469418
4,0,4700,0.3411840053642688,0.8532387873105173,0.09343001459532672,0.16692798503801556,0.09014202455873013,0.6406140432223306,,0.16692798503801556,,0.24997340708435273,,0.24997340708435273
4,1,4700,0.3386047480057697,0.85056258790436,0.08132856100109677,0.17473625392927022,0.09582691992362335,0.6492925941807824,,0.17473625392927022,,0.24997340708435273,,0.24997340708435273
4,2,4700,0.34105755638103097,0.8733814435291228,0.08402657789118424,0.14193191211083997,0.09088241297178423,0.6496485113309811,,0.14193191211083997,,0.24997340708435273,,0.24997340708435273
4,3,4702,0.3397560506450887,0.8630059384278793,0.07675204615283605,0.15069446956787422,0.08417365902572076,0.6474167798493459,,0.15069446956787422,,0.2500797787469418,,0.2500797787469418
5,0,4700,0.3401501101701438,0.8382029558189896,0.08386441675678104,0.19228300281336536,0.09768022092314503,0.6481266572395429,,0.19228300281336536,,0.24997340708435273,,0.24997340708435273
5,1,4700,0.33759356023503,0.8249168396847721,0.09472934690777454,0.21795450529478902,0.09861678305008648,0.6533616960178392,,0.21795450529478902,,0.24997340708435273,,0.24997340708435273
5,2,4700,0.3402449034103731,0.837036478914116,0.1306084252757086,0.19144552719309466,0.08932436258245079,0.6519630048423233,,0.19144552719309466,,0.24997340708435273,,0.24997340708435273
5,3,4702,0.3386685885945145,0.8234545576317728,0.09363528237402644,0.20511938777764444,0.09390906022437794,0.6413906032675596,,0.20511938777764444,,0.2500797787469418,,0.2500797787469418
6,0,4700,0.3395038129115591,0.8498900497845645,0.16750551081877013,0.17033339156519434,0.08486113547794923,0.6548423524505733,,0.17033339156519434,,0.24997340708435273,,0.24997340708435273
6,1,4700,0.33699176822389876,0.8581056191815686,0.09798738706464619,0.17227543834097864,0.0995436234351654,0.6500596981271032,,0.17227543834097864,,0.24997340708435273,,0.24997340708435273
6,2,4700,0.3394341219444664,0.8337044850757931,0.059685142445686894,0.1952933463764906,0.08527263537409183,0.6576584019293212,,0.1952933463764906,,0.24997340708435273,,0.24997340708435273
6,3,4702,0.33767692617007666,0.8324821958788203,0.10299091496838085,0.20332547827729458,0.09692512172305852,0.6462038574801641,,0.20332547827729458,,0.2500797787469418,,0.2500797787469418
7,0,4700,0.33850955529277826,0.8749190721764561,0.13812465901334062,0.1455220108716039,0.09132890849973149,0.6653397764033014,,0.1455220108716039,,0.24997340708435273,,0.24997340708435273
7,1,4700,0.3364952420296312,0.8564759002522716,0.10125566811175733,0.18425565774729252,0.09987635610927222,0.6601878411714553,,0.18425565774729252,,0.24997340708435273,,0.24997340708435273
7,2,4700,0.3384497368011345,0.8381945839751747,0.0845854824562143,0.18952482063455514,0.08749783251221967,0.6557037622692795,,0.18952482063455514,,0.24997340708435273,,0.24997340708435273
7,3,4702,0.3370790739448703,0.8313687406514411,0.16389162581292036,0.2148080668197416,0.10033428724674849,0.6638822130646483,,0.2148080668197416,,0.2500797787469418,,0.2500797787469418
8,0,4700,0.3379435285419023,0.8534480834058893,0.0987481680438225,0.17702245242210352,0.09136815049974767,0.6628181711077741,,0.17702245242210352,,0.24997340708435273,,0.24997340708435273
8,1,4700,0.3352420338562557,0.8753265019087804,0.09868636418495084,0.14582916482760452,0.09010386146065623,0.6621588635145738,,0.14582916482760452,,0.24997340708435273,,0.24997340708435273
8,2,4700,0.3381579421409944,0.8368495077355836,0.16724489162300532,0.1990257514304423,0.09531190887764898,0.6608732740640949,,0.1990257514304423,,0.24997340708435273,,0.24997340708435273
8,3,4702,0.3360000495197011,0.83675741745362,0.1117050042533443,0.21143582438207445,0.1096438879172658,0.6633946928897725,,0.21143582438207445,,0.2500797787469418,,0.2500797787469418
9,0,4700,0.33728978674427995,0.8483775366686759,0.09210019726457037,0.18109666066920035,0.08826645930759598,0.6665147287500027,,0.18109666066920035,,0.24997340708435273,,0.24997340708435273
9,1,4700,0.3348282741851547,0.8347788716987029,0.09376264227523028,0.19691101627675758,0.10201609431830917,0.6611996974712263,,0.19691101627675758,,0.24997340708435273,,0.24997340708435273
9,2,4700,0.3372654611967048,0.8314552497041948,0.11119951114716994,0.21515384067908191,0.10973721146723034,0.6649342639791962,,0.21515384067908191,,0.24997340708435273,,0.24997340708435273
9,3,4702,0.335374632173655,0.8306124840934968,0.13040613163975162,0.2195837416955609,0.10362805481772353,0.659422545495752,,0.2195837416955609,,0.2500797787469418,,0.2500797787469418
10,0,4700,0.33646057759012493,0.8748939566450115,0.0942782939430264,0.14543435056618179,0.0863052731200102,0.6678521887053082,,0.14543435056618179,,0.24997340708435273,,0.24997340708435273
10,1,4700,0.3342096403342526,0.8117088607594937,0.0806119193520644,0.25774054249936496,0.09859531665302575,0.6638933371849159,,0.25774054249936496,,0.24997340708435273,,0.24997340708435273
10,2,4700,0.33679504280998596,0.887889848860313,0.10779926882155928,0.11332753799525555,0.08317453817004249,0.6662578434714775,,0.11332753799525555,,0.24997340708435273,,0.24997340708435273
10,3,4702,0.33490937988774305,0.869552720291117,0.09543084878582887,0.15803961567346186,0.09533459915644861,0.6669557832798078,,0.15803961567346186,,0.2500797787469418,,0.2500797787469418
11,0,4700,0.33620911800131503,0.868835532337642,0.13304847301706096,0.15119819366504175,0.09496134191958938,0.6701584815914158,,0.15119819366504175,,0.24997340708435273,,0.24997340708435273
11,1,4700,0.3334625210080828,0.8246070814636215,0.11705293798136791,0.22128718857756277,0.10117520964831915,0.6616825312166184,,0.22128718857756277,,0.24997340708435273,,0.24997340708435273
11,2,4700,0.33641056795509494,0.8311929319313286,0.11468416332144203,0.21727416021699966,0.0996333643026848,0.6719839970763318,,0.21727416021699966,,0.24997340708435273,,0.24997340708435273
11,3,4702,0.3343164419235826,0.8544303797468354,0.12544318317398623,0.18111722552434412,0.1019980966234592,0.6683033535796215,,0.18111722552434412,,0.2500797787469418,,0.2500797787469418
12,0,4700,0.3355893845866327,0.7998738642198557,0.08358199540897103,0.2621342996175388,0.11907620525833816,0.6725698548937048,,0.2621342996175388,,0.24997340708435273,,0.24997340708435273
12,1,4700,0.3331064904222683,0.84489764025629,0.12840111354212952,0.2104363124799399,0.10653118564408896,0.6688293337453052,,0.2104363124799399,,0.24997340708435273,,0.24997340708435273
12,2,4700,0.33612369225949656,0.8636366173286004,0.18670072671020246,0.17358483637820002,0.10553170396115716,0.6740842548406292,,0.17358483637820002,,0.24997340708435273,,0.24997340708435273
12,3,4702,0.3336263119768934,0.8146697028553569,0.11757667324385808,0.25036049313840764,0.1012842212992295,0.6706996907357242,,0.25036049313840764,,0.2500797787469418,,0.2500797787469418
13,0,4700,0.3352015521250615,0.8723712410421272,0.09580871129063585,0.14013894106526248,0.08794099394805256,0.6669206046635191,,0.14013894106526248,,0.24997340708435273,,0.24997340708435273
13,1,4700,0.3327557950198245,0.8045704686000045,0.10568698113367285,0.2587069728139478,0.10594103012548958,0.6694931443982799,,0.2587069728139478,,0.24997340708435273,,0.24997340708435273
13,2,4700,0.33548672191139794,0.8586442078003259,0.11637908439902812,0.17659073753846394,0.10377124480323505,0.6721540569157891,,0.17659073753846394,,0.24997340708435273,,0.24997340708435273
13,3,4702,0.33331670643521005,0.8189532962739714,0.17334962815097382,0.23678811448679285,0.10302568168665756,0.671724931000677,,0.23678811448679285,,0.2500797787469418,,0.2500797787469418
14,0,4700,0.3348390550434995,0.8559540553211439,0.12109282298991929,0.18169915312178048,0.09526616274551435,0.6647326697560982,,0.18169915312178048,,0.24997340708435273,,0.24997340708435273
14,1,4700,0.3324779836498961,0.849789587658786,0.1269873121806785,0.20423292940931054,0.10868094981962319,0.6672744160183399,,0.20423292940931054,,0.24997340708435273,,0.24997340708435273
14,2,4700,0.3345341659322077,0.8701527024311835,0.1145891525389356,0.15649877086927175,0.09968070739406856,0.6664186118697882,,0.15649877086927175,,0.24997340708435273,,0.24997340708435273
14,3,4702,0.3327140170700696,0.8631622128457571,0.17102862734165405,0.1784386005938709,0.10636713311407539,0.6718956681049345,,0.1784386005938709,,0.2500797787469418,,0.2500797787469418
15,0,4700,0.3344077297213937,0.8505430536021253,0.15526177097420377,0.19379402338295187,0.1122427016309269,0.6724946011313,,0.19379402338295187,,0.24997340708435273,,0.24997340708435273
15,1,4700,0.33179655075073244,0.8639603286227758,0.14093151051422095,0.17483307850476087,0.11311596424237023,0.6718783298105141,,0.17483307850476087,,0.24997340708435273,,0.24997340708435273
15,2,4700,0.3345211341673014,0.8895139865604,0.16787841059765812,0.12812592635683834,0.09958713941129767,0.6840009821985623,,0.12812592635683834,,0.24997340708435273,,0.24997340708435273
15,3,4702,0.33250804815162605,0.8556889469336727,0.14505720094531654,0.1877993109265104,0.10469978091427132,0.6700160089286964,,0.1877993109265104,,0.2500797787469418,,0.2500797787469418
16,0,4700,0.3341492691007601,0.8476910454758556,0.15334918200994935,0.20951330515202363,0.1197769206087479,0.6725239975336511,,0.20951330515202363,,0.24997340708435273,,0.24997340708435273
16,1,4700,0.3314989384745254,0.8391796709307258,0.1824551890050714,0.22944019176863287,0.12981358935739476,0.6769294540637121,,0.22944019176863287,,0.24997340708435273,,0.24997340708435273
16,2,4700,0.3341456967551692,0.8615771437501395,0.08663418577680433,0.17741203779386802,0.09895786467985403,0.6832798371430366,,0.17741203779386802,,0.24997340708435273,,0.24997340708435273
16,3,4702,0.3319397253649575,0.8141534391534392,0.10407789397380371,0.2502318825884708,0.12061661903039411,0.6706959828151362,,0.2502318825884708,,0.2500797787469418,,0.2500797787469418
17,0,4700,0.333457212991455,0.8644710110954836,0.11748370319698047,0.14768898924614773,0.0853040152388569,0.6738575830396538,,0.14768898924614773,,0.24997340708435273,,0.24997340708435273
17,1,4700,0.3310754264293074,0.8712884825754024,0.1368956361836446,0.174105724587255,0.12055826659887661,0.6811459371611931,,0.174105724587255,,0.24997340708435273,,0.24997340708435273
17,2,4700,0.33362094914021134,0.8271409595249257,0.11560549941300538,0.2361114304674172,0.12334714375661353,0.6829447724940357,,0.2361114304674172,,0.24997340708435273,,0.24997340708435273
17,3,4702,0.33166996325765336,0.8526974080771549,0.13487315945720285,0.20916655497184436,0.12451221125972942,0.6810897652441146,,0.20916655497184436,,0.2500797787469418,,0.2500797787469418
18,0,4700,0.33314462912325954,0.8302162168195923,0.12402557368658965,0.23535749942269835,0.11523012425627033,0.6781838557502965,,0.23535749942269835,,0.24997340708435273,,0.24997340708435273
18,1,4700,0.33050191309176336,0.8469040921572567,0.11862393363939529,0.19925209667482963,0.1059678551144657,0.684923104324176,,0.19925209667482963,,0.24997340708435273,,0.24997340708435273
18,2,4700,0.33315032647580517,0.8595148795570736,0.12732292302759682,0.18344211050951906,0.10333423977338017,0.6857227667832066,,0.18344211050951906,,0.24997340708435273,,0.24997340708435273
18,3,4702,0.33140827583617904,0.7924564105998705,0.13288603645983876,0.28286056919789987,0.11527090839035607,0.6785826798659229,,0.28286056919789987,,0.2500797787469418,,0.2500797787469418
19,0,4700,0.33265703142094777,0.8560628892907374,0.15666238737708751,0.1946263511343637,0.11753250609535904,0.6823298456239597,,0.1946263511343637,,0.24997340708435273,,0.24997340708435273
19,1,4700,0.3299034437760204,0.8227931819703972,0.10503004782918764,0.2237744928896002,0.10876203582235802,0.6801492249495052,,0.2237744928896002,,0.24997340708435273,,0.24997340708435273
19,2,4700,0.33250617486279027,0.8782036255664948,0.1355358788427886,0.15418652539677238,0.11037794921091408,0.6871262856713749,,0.15418652539677238,,0.24997340708435273,,0.24997340708435273
19,3,4702,0.3307901597752863,0.8603464827093519,0.11885913899823364,0.1878879631680974,0.11187727137877286,0.6788197425094582,,0.1878879631680974,,0.2500797787469418,,0.2500797787469418
20,0,4700,0.332247081784164,0.8654142388319603,0.1249692269793075,0.184516804565538,0.11311168777835048,0.6857238846944181,,0.184516804565538,,0.24997340708435273,,0.24997340708435273
20,1,4700,0.3295180274515736,0.855245239211484,0.12818663545123754,0.21356552646157903,0.1323198053748953,0.6822169658572089,,0.21356552646157903,,0.24997340708435273,,0.24997340708435273
20,2,4700,0.3322305852864064,0.8461283012970777,0.14331558199221237,0.21680382495400005,0.11382319463814632,0.6870737095857622,,0.21680382495400005,,0.24997340708435273,,0.24997340708435273
20,3,4702,0.33065258799767006,0.8009510414573706,0.10762094550109899,0.2795249017166615,0.12889857042975725,0.6820611170609734,,0.2795249017166615,,0.2500797787469418,,0.2500797787469418
